state,subregion,month,avg_max_temp,avg_min_temp,avg_dew_temp,wind_speed_(m/s),latitude,longitude,altitude_(m),sunshine,accumulated_liquid_precipitation_(mm),category,stations
IL,none,9,25.54682396,13.35644283,13.49780702,3.175862069,40.37078947,89.12573684,191.7368421,8.049001815,33.36842105,1,19
IL,none,10,17.79736842,6.432982456,5.896001462,3.912872807,40.37078947,89.12573684,191.7368421,6.396491228,48.31578947,1,19
IL,none,11,11.11088929,1.381669691,1.221975197,4.363248639,40.37078947,89.12573684,191.7368421,4.736842105,48.63157895,1,19
IL,none,12,1.95466893,-6.201528014,-5.726294567,4.259231749,40.37078947,89.12573684,191.7368421,4.14770798,17.26315789,1,19
IN,none,1,1.802,-6.518666667,-5.857180556,4.644680556,39.86,86.4683,216.3,3.973333333,26,1,10
IN,none,2,3.664444444,-5.461111111,-5.234197531,4.765030864,39.86,86.4683,216.3,4.055555556,21.6,1,10
IN,none,3,10.751,0.333,0.182902778,4.633166667,39.86,86.4683,216.3,6.006666667,21.6,1,10
IN,none,4,17.22586207,5.848965517,4.774051724,4.799525862,39.86,86.4683,216.3,6.927586207,65,1,10
IN,none,5,22.56733333,11.26033333,10.20088889,3.772944444,39.86,86.4683,216.3,7.946666667,30.1,1,10
IN,none,6,27.22241379,16.66241379,15.48841954,3.533247126,39.86,86.4683,216.3,8.279310345,40.1,1,10
IN,none,7,29.71,18.49133333,18.22743056,3.170458333,39.86,86.4683,216.3,9.456666667,48.9,1,10
IN,none,8,29.082,18.18066667,18.95661111,2.618027778,39.86,86.4683,216.3,8.713333333,60.6,1,10
IN,none,9,25.34103448,13.10793103,13.27264368,3.030474138,39.86,86.4683,216.3,8.072413793,153.9,1,10
IN,none,10,17.86566667,6.836666667,6.611805556,3.610055556,39.86,86.4683,216.3,6.216666667,92.8,1,10
IN,none,11,11.44206897,2.40137931,2.429152299,4.331422414,39.86,86.4683,216.3,4.134482759,25.4,1,10
IN,none,12,3.041612903,-4.980645161,-4.214946237,4.536962366,39.86,86.4683,216.3,3.496774194,37.9,1,10
KS,east,1,4.678222222,-5.751777778,-5.422574074,4.259972222,38.49226667,96.56,372.7333333,5.915555556,25.8,1,15
KS,east,2,7.794814815,-4.138518519,-4.20037037,4.739423868,38.49226667,96.56,372.7333333,6.498765432,31.8,1,15
KS,east,3,13.47555556,1.339777778,0.52562037,5.38375,38.49226667,96.56,372.7333333,6.52,50.73333333,1,15
KS,east,4,19.16666667,7.246896552,6.738074713,5.43901341,38.49226667,96.56,372.7333333,7.206896552,89.53333333,1,15
KS,east,5,24.29244444,12.588,12.43447222,4.658962963,38.49226667,96.56,372.7333333,8.44,125.8,1,15
KS,east,6,29.89218391,18.24436782,17.34841954,4.623103448,38.49226667,96.56,372.7333333,9.843678161,112.6,1,15
KS,east,7,32.22177778,20.48422222,18.82418519,4.000185185,38.49226667,96.56,372.7333333,10.56888889,47.66666667,1,15
KS,east,8,31.69044444,19.77111111,18.49776852,3.797962963,38.49226667,96.56,372.7333333,10.34666667,65.26666667,1,15
KS,east,9,28.43609195,15.77425287,14.6585728,4.0876341,38.49226667,96.56,372.7333333,8.905747126,67.93333333,1,15
KS,east,10,20.39755556,7.914222222,6.966481481,4.44425,38.49226667,96.56,372.7333333,7.366666667,35.26666667,1,15
KS,east,11,14.39333333,1.556091954,0.745622605,4.663170498,38.49226667,96.56,372.7333333,7.089655172,86.4,1,15
KS,east,12,4.814408602,-5.837204301,-5.641003584,4.503808244,38.49226667,96.56,372.7333333,5.716129032,9.666666667,1,15
KS,west,1,5.140952381,-7.26047619,-6.440178571,4.589166667,38.31414286,99.77642857,711.5714286,6.276190476,2.428571429,1,7
